,text,toxic,severe_toxic,obscene,threat,insult,identity_hate
145,"RT @Beingkhanumar: Hey @DelhiPolice
#ArrestKapilMishra this hate monger is doing stone plating in maujpur against #CAA_NRC_Protests

 httpsâ€¦",0.0,0.0,0.0,0.0,1.0,0.0
146,RT @AndColorPockeT: Muslims are tweeting in support of murderer AAP corporator Tahir Hussain and justifying the violence done by him and Hiâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
147,"RT @RisingSurbhi: This horrible video is from Maujpur, Delhi. 
Listen the audio, they are shouting Jai Sri Ram and this guy claiming that tâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
148,"RT @SwamiGeetika: This is how Tahir Hussain and his goons orchestrated and executed the #DelhiRiots2020 
The murder of IB Officer Ankit Shaâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
149,RT @PR1CELES5: Completed the picture! #DelhiBurning #DelhiViolence #Jafrabad https://t.co/zUkUOufJIq,0.0,0.0,0.0,0.0,0.0,0.0
150,"RT @pokershash: â€œThe house on the left belongs to Hussain, @AamAadmiParty corporator. One can see mob on its rooftop throwing stones and peâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
151,"RT @AunindyoC: The #DelhiRiots is a direct fallout of infighting in the state BJP. On Sunday, India Today reported that Manoj Tiwari had saâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
152,RT @zoo_bear: A false claim was promoted on social media that the Jafrabad shooter was seen standing behind BJP leader Kapil Mishra duringâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
153,"RT @saahilmenghani: #Watch

Stone pelting by pro-CAA men in Delhi's Maujpur IN FRONT OF POLICEMEN.

I'm posting another important video inâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
154,RT @schaheid: THREAD - Disturbing footages are emerging from Indian capital New Delhi where dozens of Muslims have been murdered by Hindu eâ€¦,1.0,0.0,0.0,0.0,0.0,1.0
155,RT @TajinderBagga: See How Aam Aadmi Party celebrating the Murder of Ankit Sharma. https://t.co/idRuXuyHuf,1.0,0.0,0.0,0.0,0.0,0.0
156,"RT @idnani_nandini: Look chicha pelting stone from building 
#Maujpur https://t.co/ffAsy5wHmC",0.0,0.0,0.0,0.0,0.0,0.0
157,"RT @RanaAyyub: Reporters at the spot witnessed Hindu mobs throwing stones and petrol bombs at Muslim homes across the road in Kabir Nagar,â€¦",1.0,0.0,0.0,0.0,0.0,1.0
158,"RT @BDUTT: The incredible story of Mujibur Rehman, I meet him in #Mustafabad. The mob burnt his house, looted his belongings, his life wasâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
159,RT @NetajiBond: See how Dalla Sardesai tried to blame Kapil Mishra for riots but local public exposed his Propaganda. https://t.co/QtOlxU9Nâ€¦,0.0,0.0,0.0,0.0,1.0,0.0
160,"@justakafir231 @Indiaaakash @KapilMishra_IND @ianuragthakur @p_sahibsingh Because their agenda is clear.

When youâ€¦ https://t.co/ZfwdDArmZX",0.0,0.0,0.0,0.0,0.0,0.0
161,"RT @wajihulla: Do Watch from 30 seconds: This is #Maujpur, where pro #CAA protestor have occupied the road.. At around 11:03pm, a tractor fâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
162,RT @kunalkamra88: If someone from the AAP could make petrol bombs &amp; store ammunition with the intent of killing innocent people heâ€™d be recâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
163,"RT @Soumyadipta: Tahir Hussain
Status: Absconding

Mohammad Shahrukh
Status: Absconding

Head Constable Ratan Lal
Status: Deceased

Bureauâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
164,@Postmanaut Kapil Mishra *,0.0,0.0,0.0,0.0,0.0,0.0
165,RT @DalitPositive: Complaint sent to CP Mumbai Police @CPMumbaiPolice @MumbaiPolice against dangerous event being planned today by @IITB4Juâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
166,"RT @NicolaCareem: Distressing video. Ishak Khan, 27, went out to buy food for his children when he was shot dead. Today his family are buryâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
167,"RT @BabaGlocal: The fact that Tahir Hussain is a story and not Kapil Mishra, not Anurag Thakur, not Giriraj Singh, speaks volumes for thisâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
168,"RT @SreenivasanJain: The mother of Ankit Sharma, the Intelligence Bureau security assistant killed in the Delhi riots. He was the most cariâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
169,"RT @ANI: Delhi: Stone pelting between two groups in Maujpur area, tear gas shells fired by Police. https://t.co/yJYHsUbuwk",0.0,0.0,0.0,0.0,0.0,0.0
170,"RT @thecaravanindia: ""There was so much blood. There was no medicine in the hospital. Somehow we managed to bring some medicine from Saket,â€¦",0.0,0.0,0.0,0.0,0.0,0.0
171,RT @sighyush: NE Delhi resident Md Salim has a message for TV news channels. #delhiviolence https://t.co/lCOfY5B95Z,0.0,0.0,0.0,0.0,0.0,0.0
172,"RT @Spoof_Junkey: Hello @RanaAyyub â€¦! Can you recognize these goons who have kiIIed  IB Office Ankit Sharma ?
RT and spread awareness. httpâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
173,"RT @saahilmenghani: ðŸ‘‰Latest visuals from Seelampur &amp; Jafrabad at 1:10 pm

ðŸ‘‰Close to 700 women on the road now 

ðŸ‘‰This is to support @BhimArâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
174,"RT @abhijitmajumder: Kapil Mishra requests cops to clear roads for public, else heâ€˜d agitate after Trump visit.
* Whatâ€™s wrong in that?
* Wâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
175,RT @rajshekharTOI: Mayhem. Total anarchy. #NortheastDelhi #Jafrabad https://t.co/ACxeDEL0nT,0.0,0.0,0.0,0.0,0.0,0.0
176,RT @SuPriyoBabul: Kinare pe baithke aisi baat mat kariye.. Aapko sirf main aur @vivekagnihotri dikh rahe hain yeh bhi communal mindset haiâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
177,RT @pzfahad: Here is one man who was beating up a Muslim man in #Delhi riots and even admits that he was present with BJP's Kapil Mishra. Hâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
178,RT @rose_k01: THIS WAS THE REAL AGENDA- Violence in North-East Delhi was orchestrated with an eye on US President Donald Trump's visit to Iâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
179,"RT @iDarshanBJP: 400 times Ankit Sharma was deep slitted by a Knife before being  killed.
This is Radical Islam https://t.co/JARXYd2gwq",0.0,0.0,0.0,0.0,0.0,1.0
180,"RT @Gokhu_m: Ankit Sharma's brother Ankur Sharma told @WSJ that It's Hindu Mobs with stone,bricks &amp; swords attacked Ankit even they attackâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
181,"RT @AmilwithanL: In this video, a security official can be seen pelting stones at the anti CAA protesters in Maujpur. This spot is 10-15 meâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
182,"RT @Being_Humor: They are openly defending a terrorist and you get divided upon Kapil Mishraâ€™s speech. 

Learn!",1.0,0.0,0.0,0.0,0.0,0.0
183,"RT @SwamiGeetika: This is how Tahir Hussain and his goons orchestrated and executed the #DelhiRiots2020 
The murder of IB Officer Ankit Shaâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
184,"RT @nilanjanaroy: In one part of Delhi, a gurdwara opens its doors to Muslims and anyone who needs shelter.
In Seelampur, Dalits blocked thâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
185,"RT @pokershash: Do you see a chronology here?
One man of @arvindkejriwal leads the mob which dragged Ankit Sharma inside the house of Hussaâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
186,"RT @amitmalviya: In April 2019, an ISIS suspect identified as Mohd Faiz, was arrested from Jafrabad in Delhi. Again in Jan 2020, the Speciaâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
187,RT @BDUTT: Big question: where do riot victims go now that their homes are burnt &amp; they have been ousted from their neighbourhood.  The smaâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
188,RT @ANI: Delhi: Body of Intelligence Bureau Officer Ankit Sharma found in North East district's Chand Bagh area today. https://t.co/WLDG0odâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
189,RT @UrbanRangoli: Ankit Sharma died because of romanticism of poet Faiz's lines 'Bas Naam Rahega Allah Ka.' Hate warped in poetry is a callâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
190,"RT @NrcProtest: URGENT UPDATE : #Delhi
(As of 11:18PM // 23.02.2020)

ðŸ‘‰ Protesters at Hauz rani and Chand Bagh have been attacked

ðŸ‘‰Clashesâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
191,"RT @Nehr_wh0: Number of Muslim lost citizenship - 0

Number of Hindus lost their lives - 20

#DelhiRiots #Delhigenocide #delhiriots2020 #Isâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
192,RT @NicolaCareem: Muslim residents from Mustafabad in north east Delhi leave the area carrying their belongings with them. #DelhiViolence #â€¦,0.0,0.0,0.0,0.0,0.0,0.0
193,"RT @lobonkha: I can see parallels with Delhi Riots 2020 and 1964 EP anti Hindu riot

Tahir Hussain sticked weapons in his house 

well in 1â€¦",0.0,0.0,0.0,0.0,0.0,0.0
194,"RT @CworeRedux: BJP got a HC judge transferred overnight and had Solicitor General as personal lawyer to defend Kapil Mishra 

AAP suspendeâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
195,"RT @rose_k01: MORE HÐžRRIFYING SCENES FROM AAP Councillor TÐ•RRÐžRISÐ¢ Tahir Hussain House - SÐÐžÐ¢S BEING FIRÐ•D, SÐ¢ÐžNÐ•S, PÐ•TRÐžL Ð’ÐžMÐ’S, ÐÐ¡ID beinâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
196,"RT @murtuzatweets: Think twice namo rogi before supporting such a trend 
This #KapilMishra has no ideology yesterday in aap today in bjpeeeâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
197,"RT @omthanvi: Delhi Violence: â€œAs I rushed towards the building on fire, few men near a Shiv Mandir stopped me. When I told them I was goinâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
198,"RT @NrcProtest: STAY SAFE #DELHI

Horrible riot like situation, near Maujpur yamuna, goons are targeting muslims and their homes.

@MirchiSâ€¦",1.0,0.0,0.0,0.0,0.0,1.0
199,"RT @JantaKaReporter: US House Foreign Affairs Committee says â€˜deeply troubled byâ€™ Delhi carnage, Bernie Sanders slams Donald Trump for sileâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
200,"RT @kawalpreetdu: Scenes from Maujpur, Delhi last night. One can see the RSS-BJP men throwing stones at Muslim houses in the area. While Deâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
201,RT @PragyaTiwari: There is blood on my hands. And I know from Lady Macbeth that â€œall the perfumes of Arabia couldnâ€™t make my little hands sâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
202,"RT @imMAK02: A CCTV footage of an eatery in Noor E Ilahi area, this eatery was vandalized on 24th Feb. 

#DelhiRiotTruth #DelhiGenocide2020â€¦",0.0,0.0,0.0,0.0,0.0,0.0
203,"RT @abhijitmajumder: Youâ€™re right, Javed saab. Let Delhi police explain why theyâ€™re looking for Tahir Hussain, who with his men allegedly sâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
204,"RT @Narsis07006351: #India with this symbol of love is more deserving than what Modi-as a symbol of hate- gives them.

#Delhigenocide 
#Dehâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
205,"RT @OpIndia_com: Men prepared to die and women of the house prepared to fight or die themselves if the ""Mohammaden mob"" comes for them is aâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
206,"RT @idnani_nandini: Look chicha pelting stone from building 
#Maujpur https://t.co/ffAsy5wHmC",0.0,0.0,0.0,0.0,0.0,0.0
207,"RT @oml787: #GenocideInDelhi
#DelhiRiots 
#DelhiBurning 

UPDATE : #Mustafabad

Sexual violence against women confirmed. Many mobs enteredâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
208,"RT @Iyervval: 5n note Seelampur to Jafrabad is one ugly almost contiguous slum, known for crime. #chronologysamajhiye https://t.co/LBjDjdPmâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
209,RT @ritam_de_scribe: BJP leader @KapilMishra_IND at Youth Against Jihadi Violence protest at Jantar Mantar organised as tribute to Rattan Lâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
210,"@captain7__ @ANI Haaa laude HUM LOG IDHAR 

TERI TARAH 

I AM TAHIR HUSSAIN NAHI BOL RAHE

NAHI

TU JESE CHUTIYO KIâ€¦ https://t.co/FmNr4lOyx8",1.0,0.0,0.0,0.0,1.0,0.0
211,RT @mysticashi: â€œStockpile of weapons in such a short timeâ€. Is any journalist even asking how a mob of 2000-3000 started attacking differeâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
212,"RT @HashTagCricket: All those who are blaming @KapilMishra_IND for Delhi riots, must answer these 3 questions first: 

1) Who blocked Shaheâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
213,RT @thecaravanindia: The violence that has flared up in Delhi's North East district does not appear to be a spontaneous clash between the tâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
214,RT @RashtraPratham9: @Profdilipmandal These youths belong to Dalit community. They live in the lane opposite to Ankit Sharma's. They say aâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
215,"RT @ANI: Delhi: Stone pelting between two groups in Maujpur area, tear gas shells fired by Police. https://t.co/Yj3mCFSsYk",0.0,0.0,0.0,0.0,0.0,0.0
216,RT @IU_khurram: Pakistan Air Force (PAF) officials displayed ammunitions of Indian jet MIG-21 as to mark the first anniversary of downing oâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
217,RT @ANI: Delhi: Body of Intelligence Bureau Officer Ankit Sharma found in North East district's Chand Bagh area today. https://t.co/WLDG0odâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
218,"RT @advmonikaarora: Azaadi slogans by Jehadis-communists outside Shiv Mandir, Malviya Nagar, Delhi. They have reached the street outside ouâ€¦",0.0,0.0,0.0,0.0,0.0,1.0
219,"RT @akshaynarang96: Shahrukh, the gun wielding man who fired 8 rounds hasn't been arrested till now. Tahir Hussain is absconding. 

But Kapâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
220,"RT @BhavikaKapoor5: Can't be in Same Party as Anurag Thakur and Kapil Mishra, Says Bengali Actor, Resigns from BJP https://t.co/nYq86d5LV8",0.0,0.0,0.0,0.0,0.0,0.0
221,RT @RanaAyyub: This is Maujpur in Delhi last night. While I am sitting in Ahmedabad watching a disconnected country march to the Motera staâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
222,RT @BDUTT: At #Mojo we brought you the story of Mujibur Rehman who was saved by his Hindu neighbour Sanjiv. We spent 24 hours looking for Sâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
223,RT @TajinderBagga: Image Building after Tahir Hussain Case,0.0,0.0,0.0,0.0,0.0,0.0
224,"RT @wajihulla: Do Watch from 30 seconds: This is #Maujpur, where pro #CAA protestor have occupied the road.. At around 11:03pm, a tractor fâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
225,RT @kunalkamra88: If someone from the AAP could make petrol bombs &amp; store ammunition with the intent of killing innocent people heâ€™d be recâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
226,RT @erbmjha: Ankit Sharma's MurdeÏ€ is on you @ReallySwara https://t.co/2hOFpRgKcL,1.0,0.0,0.0,0.0,0.0,0.0
227,"RT @Dr_Stoned: @NeelamOjha14 Mam please help in trending #Kejriwal_Is_A_Snake
#Justice_For_Ankit_Sharma
#Stop_Killing_Hindus",1.0,0.0,0.0,0.0,1.0,0.0
228,"RT @Nitin_Rivaldo: 2002 -Cong Councillor of Godhra, Farooq Bhana burnt d Sabarmati Express. 

2020 -AAP Councillor Tahir Hussain has petrolâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
229,"RT @ndtv: #DelhiViolence | Chairperson of the National Commission for Women, Rekha Sharma arrives at the office of DCP North East Delhi. (Aâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
230,RT @ARanganathan72: Terrible news. My condolences to the family of Mr Ankit Sharma. https://t.co/m2zG9TZX4t,0.0,0.0,0.0,0.0,0.0,0.0
231,"RT @theskindoctor13: Regarding #DelhiRiots, right has already lost the war of narratives. Left has successfully projected it worldwide as aâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
232,"RT @roxmiaen: Religious violence erupted this week in #India, it all began with one man: Kapil Mishra.
@arabtimeskuwait @ritzau @Reuters
@aâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
233,"RT @Sanjay_Dixit: Wallet hi wallet. So many wallets strewn around in #Maujpur - I hope there is some cash in them, and they are not that haâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
234,RT @5hoab: Modi is the Hitler of this century and is actively perpetrating another Holocaust on the muslims of India. His Hindu supremacistâ€¦,1.0,1.0,0.0,0.0,1.0,1.0
235,"RT @mvmeet: AAP's Tahir Hussain booked for kidnapping &amp; murder

What next?

I request judges to give order to kill this man the same way hoâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
236,"Audio Bulletin: Pro and anti-CAA groups clash in Delhiâ€™s Maujpur, police resort to tearÂ gas https://t.co/9123FIpC88",0.0,0.0,0.0,0.0,0.0,0.0
237,"stop killing muslims
 &gt;&gt; #UmmahNeedsKhilafah &lt;&lt;
 #DelhiBurning . #ShameOnYouIndia
#BEQ5

@sambhernyowo",1.0,0.0,0.0,0.0,0.0,1.0
238,RT @Iyervval: 6n and ooops guess what on the 27th December 5 terrorists of Islamic State #ISIS were picked up for plotting terror attacks oâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
239,"RT @RituRathaur: X'ihadi mob in yamuna vihar has surrounded Hindu houses and hurling stones and petrol bombs..
It's Khilafat 2.0 !
Leftoverâ€¦",1.0,1.0,0.0,0.0,0.0,1.0
240,"RT @UnSubtleDesi: ""I have never said this madam, the people who murdered by brother were not shouting Jai Shree Ram"", said Ankur Sharma, IBâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
241,"RT @hallagullaboy: For all those who just wanted @ArvindKejriwal to go to #DelhiRiots while all the blood-bath was going on, just look at Tâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
242,"RT @UnaizaButt: Very disturbing images Muslims of  North Delhi leaving for safer areas.

#DelhiViolence 
#DelhiRiots 
#DelhiBurning 
#musliâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
243,RT @iRupND: Share this as much as possible that it reaches every house. Thank you Kapil Mishra for this. @KapilMishra_IND https://t.co/2X5Nâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
244,RT @dwimidhaM: Wajahat Habibulla tells SC that Ms are indulging in peaceful stone throwing at Maujpur. https://t.co/OThhnWxwQ0,0.0,0.0,0.0,0.0,0.0,0.0
245,@ShefVaidya @BDUTT Delhi anti-Hindu riots: Netizens question why Barkha Dutt hasnâ€™t yet visited the families of decâ€¦ https://t.co/pjRNp2osUm,0.0,0.0,0.0,0.0,0.0,0.0
246,"RT @maanyavar: INDIA is not a Democracy anymore...

Judiciary Media Government Police.... Everything has fall in the hands of Fascism

#Delâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
247,@KapilMishra_IND @ArunBhartiya26 Ban gya or kitna bnaoge jafarabad maujpur dekh lo or un muftkhor hinduo ko b dikhao,1.0,1.0,0.0,0.0,0.0,1.0
248,"RT @rishibagree: As per autopsy report 26 year old IB officer Ankit Sharma was stabbed 400 times by Mob led by #TahirHussain .

His dead boâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
249,"RT @QutubOwaisi: While this needs to be investigated, a common instinct of any person in a riot effected area would be to flee or arm himseâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
250,Miss @RavinarIN so much right now. What he accomplished as @Mediacrooks is pathbreaking. #DelhiRiots,0.0,0.0,0.0,0.0,0.0,0.0
251,"RT @PR1CELES5: Here is everything they expect from Hindus in return of..
 #Delhivoilence #DelhiRiots https://t.co/ePQpjfufRm",1.0,0.0,0.0,0.0,0.0,0.0
252,RT @Iyervval: 1n Seelampur &amp; Jafrabad have been the epicentre of riots since December - only one community was doing the attacking. This thâ€¦,1.0,1.0,0.0,0.0,0.0,1.0
253,"RT @pokershash: Turn up the volume and watch.
Best video on â€œSelf Defenseâ€ by AAP leader Tahir Hussain. https://t.co/qd5uD3Fkv1",0.0,0.0,0.0,0.0,0.0,0.0
254,"RT @saahilmenghani: ðŸ‘‰Another video from Maujpur.

ðŸ‘‰WATCH how policemen are standing as mute spectators amidst stone pelting.

ðŸ‘‰Putting moreâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
255,RT @ShubhamDhingra5: A similar poster is out for the arrest of Kapil Mishra. So here's one for @ReallySwara too. Get the taste of your ownâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
256,"RT @swadesh_premi: Delhi people who voted for Tahir Hussain &amp; Aam Aadmi Party have blood on their hands.

Delhi people have murdered many,â€¦",1.0,1.0,0.0,0.0,0.0,0.0
257,"RT @NextToSRK: Pro CAA  supporters pelting stones in Maujpur Area under police security. Police wont do laathi charge on them, but will beaâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
258,"RT @TheTweetOfGod: Ram and I would both like you to stop killing in our names.
You know why?
Because we're IMAGINARY, you stupid jackasses.â€¦",0.0,0.0,0.0,0.0,0.0,0.0
259,RT @Payal_Rohatgi: Ram Ram ji ðŸ™ These DIRTY MUSLIM leaders of India will lead to DETENTION of legal Indian Muslims ðŸ¤­ Sad but they chose sucâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
260,RT @ShivaniGupta_5: Slain IB officer #ankitsharma family pins the blame on local @AamAadmiParty leader for their son's murder. Say his goonâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
261,RT @ANI: Aam Aadmi Party (AAP) suspends Councilor Tahir Hussain from the primary membership of the party. (file pic) https://t.co/q4gtTpvVwW,0.0,0.0,0.0,0.0,0.0,0.0
262,"RT @NrcProtest: UPDATE : Jarfabad 

Stone pelting by pro-CAA men in Delhi's Maujpur IN FRONT OF POLICEMEN. 

Video by @saahilmenghani 
httpâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
263,"RT @VijaytaL: Things are extremely tense in Maujpur-Jaffrabad. 

Here is a video I clicked at 3.14 pm at Maujpur Chowk where I saw pro CAAâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
264,"You have not question the absence of force, Kapil Mishra speech. Not asked top brass of police CP .why it wasn't coâ€¦ https://t.co/ehncPkLWMr",0.0,0.0,0.0,0.0,0.0,0.0
265,"RT @Rajput_Ramesh: Filed complaint against @RanaAyyub for posting 2 year old video of attack on mosque 
She delibrately trying to incite peâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
266,"RT @zoo_bear: Hello @ANI, Here is a one such video of people pelting stones in Maujpur Area.  
There are several police personals standingâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
267,I live for Imran Tahirâ€™s celebration after a wicket #MSvQG #HBLPSL,0.0,0.0,0.0,0.0,0.0,0.0
268,RT @smittal_ips: The Twitter handles spreading rumours &amp; instigating #DelhiRiots  &amp; #DelhiViolence be investigated by @DelhiPolice &amp; bookedâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
269,"RT @ICLU_Ind: Our lawyers are on the road for Jafrabad
Kardampuri
Mustafabad 
Muajpur 

(DM us for any legal help)

#WeAreWatching",0.0,0.0,0.0,0.0,0.0,0.0
270,RT @GlobalHindu2020: @RealPushpendra Kejriwal gives a big monthly salary to monsters like him from taxpayers' money. Don't have to tell youâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
271,RT @iihtishamm: This is the real face of secular India. Mosques and houses of Muslims are burning in Delhi right now. #DelhiRiots https://tâ€¦,1.0,1.0,0.0,0.0,0.0,0.0
272,RT @Swamy39: â€˜Was IB official Ankit Sharma killed for probing Tahir Hussainâ€™s Bangladesh terror links?â€™ asks Swamy https://t.co/dW5o7tEWPa,0.0,0.0,0.0,0.0,0.0,0.0
273,@BDUTT Go away Jehadi Khatoon.    We love Kapil Mishra,1.0,0.0,0.0,0.0,0.0,0.0
274,RT @videsichora: A woman's dead body found in the same drain where IB officer Ankit Sharma's body was found...also there are burnt clothesâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
275,RT @ShefVaidya: Really? After peddling hate 24/7 @MirchiSayema NOW wants people to not share videos? Why? Because videos of the the body ofâ€¦,1.0,0.0,0.0,0.0,0.0,0.0
276,"RT @thecaravanindia: On the night of 24 February, as I spoke to the mob supporting the CAA at Babarpur, I saw Ved Prakash, deputy commissioâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
277,RT @chetan_bhagat: This should not be happening in 2020. Or ever. #DelhiRiots,0.0,0.0,0.0,0.0,0.0,0.0
278,"RT @UnSubtleDesi: ""I have never said this madam, the people who murdered by brother were not shouting Jai Shree Ram"", said Ankur Sharma, IBâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
279,RT @ShefVaidya: His parents abd brother alleges that your @AamAadmiParty leader #Tahir_hussain_terrorist abducted and killed Ankit Sharma aâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
280,RT @MrRider45182758: @Javedakhtarjadu @Tooiter208 Tahir Hussain and his entire Islamic terrorists jihadis gangs were killing innocent Hinduâ€¦,1.0,1.0,0.0,0.0,0.0,1.0
281,RT @RanaAyyub: This is Maujpur in Delhi last night. While I am sitting in Ahmedabad watching a disconnected country march to the Motera staâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
282,"Please open your twitter and start re-twetting 

Search 
#Kejriwal_Is_A_Snake
#Justice_For_Ankit_Sharma

and startâ€¦ https://t.co/dGuTtpwJOr",1.0,1.0,0.0,0.0,0.0,0.0
283,@ZeeNewsHindi @KapilMishra_IND @rsprasad @BJP4India We all are with kapil mishra sir he had nothing tell wrong,0.0,0.0,0.0,0.0,0.0,0.0
284,"RT @saahilmenghani: @BhimArmyChief ðŸ‘‰I recorded this in Jafrabad right now

ðŸ‘‰24 hrs &amp; counting, women still sitting on the road. They tell mâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
285,"RT @Soumyadipta: The cop should receive a gallantry medal.
Look how he faces the rioter when a gun is pointed at him.
This is what is happeâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
286,"RT @sharmaAvl: Each time he was stabbed, they poured acid over the wound it left. 

After piercing his eardrums, they poured acid inside itâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
287,"RT @AbuzarBanderkar: The real terrorist in India, Hindutva.
Whatever happened yesterday in Delhi is sufficient to prove Hindutva As a terroâ€¦",1.0,0.0,0.0,0.0,0.0,1.0
288,RT @rahulpandita: This is Ankit Sharma. Eyewitnesses say Ankit and two others were dragged inside by a mob from outside that house. The fatâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
289,RT @ReallySwara: I HAVE NO WORDS! #DelhiRiots,0.0,0.0,0.0,0.0,0.0,0.0
290,"RT @SudhirRTI: Where is @DelhiPolice ? Where is @AmitShah?
à¤®à¥Œà¤œà¤ªà¥à¤° à¤®à¥‡à¤‚ à¤˜à¤°à¥‹à¤‚ à¤•à¥‡ à¤…à¤‚à¤¦à¤° à¤˜à¥à¤¸à¤¤à¥‡ à¤¦à¤‚à¤—à¤¾à¤ˆà¥¤ à¤•à¤ªà¤¡à¤¼à¥‹à¤‚ à¤¸à¥‡ à¤ªà¤¹à¤šà¤¾à¤¨ à¤²à¥€à¤œà¤¿à¤à¥¤ #DelhiRiots #DelhiBuâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
291,"RT @MughalonKaRaja: Police helping Rioters in stone pelting and burning down houses and shops.
Police didn't light up buses?! Seriously??â€¦",0.0,0.0,0.0,0.0,0.0,0.0
